production_date,gas_sales,oil_sales,pf_fuel,vent_flare,water,field_remarks,source_file
2022-02-15,16780,701,171,18,360,"Made Visit to C-platform Checked sand pots and took shake outs 
Oceaneering Continued X-Rays 
Oceaneering Found bad spots on Float Cell Oil Bucket Outlet. 
Bypassed bad sections of piping. All piping will need to be changed 
Cleaned up around platform for crew change 
Showed Colton around the Platform",2022-02-16__Arena Partner DPR.pdf
2022-02-16,16780,669,171,17,364,"Operations made crew change.
Ops Specialist Billy Reed is on the platform.
Oceaneering continuing UT work on sump deck. 
Baileys catering is out cooking meals.
UPCS out prepping for hot bolting project on 547
C incoming lines.
Completed chemical inventory.
Entered quotes from HIS into Coupa.",2022-02-17__Arena Partner DPR.pdf
2022-02-17,15650,593,179,17,349,"No visit to C platform due to weather. 
UPCS worked on hot bolting what they could on the sump deck and production 
deck. 
Oceaneering continued to UT in the pipe rack around the well bay. 
Bailey
’
s is still out cooking and cleaning up for us. 
Billy Reed is still out assisting production personnel. 
We adjusted on the level controller on the condensate separator to see if that is 
the problem with our glycol loss. 
UPCS discovered a small water drip from a 1
” 
nipple on the water outlet leg of the 
IP separator that was in containment on the IP skid. Unfortunately, there was no 
downstream valve we could close to isolate the leak, so we shut in the facility and 
then got it changed out. 
When coming back online we noticed the inlet SDV on the test separator did not 
close. We took well out of test for now.
When bringing the B platform wells BOL being we had all three wells in the LP 
separator the oil bucket was flooding out sending a lot of water to the heater 
treater. We shut the B- 2 well in for tonight and maybe once the other wells level off
or we can fix the test separator SDV we will bring it on tomorrow.",2022-02-18__Arena Partner DPR.pdf
2022-02-18,16964,561,174,14,359,"Made visit to C platform and swapped the C- 1 into test and changed the orifice
plate to a 2.25 .
UPCS cleaned up their work area and departed the platform today for Halliburton 
dock.
Oceaneering continued with UT and X-Ray in the pipe rack near the well bay.
Operation team pulled trash bag and replaced it.
Operations also brought the B- 2 well online into the LP separator and it was able to
handle the fluids.
Installed the new computer that was sent out today and got with James Noble to 
finish setting it up.
Got back in touch today with service for the Brother printer but they are no help, 
I
’
ll get with Dustin Cade on Monday.
Changed out needle valve on flowline of B- 1
, well is BOL.
Annunciator alarm for B platform is not working, trying to get an electrician out 
tomorrow to fix it.",2022-02-19__Arena Partner DPR.pdf
2022-02-19,17050,562,173,14,364,"Made visit to C platform and increased the orifice in the test separator for C- 1 from
a 2.25 to a 2.50 due to the DP on the separator being at 100
psi.
We held a safety meeting on the BSEE alert and performed our monthly EEP drill. 
Oceaneering finished up UT and X-ray on the production deck near the well bay. 
UPCS hot bolting crew came back out on the bird from getting their stuff together 
at the dock. 
Operations team changed out the wet oil pump due to the diaphragm casing being 
cracked on the old one. Also hooked up a grounding wire onto the new wet oil 
pump. 
I submitted a chemical req and a general supply req into Coupa. 
Uploaded the operating procedure acknowledgment forms into SEMS for myself, 
Garrett, and Daniel. 
Operations team troubleshot the annunciator alarm for B platform. We discovered 
the panel supply to all the relays, but the IP/LP are low. We could not find any 
reason why they would be this way so for the time being we increased the panel 
pressure and we should hopefully have a I&E tech out tomorrow. 
I lowered the level in the interface side of the glycol condensate separator slightly 
and that appears to have solved our issue with glycol loss. We will be keeping an 
eye on it to make sure it stays ok.",2022-02-20__Arena Partner DPR.pdf
2022-02-20,17042,501,172,13,360,"Made pollution visit to C platform on the MV Emelie Rose, could not get off due to 
rough seas. 
Restarted test on C- 1 now that orifice is changed in the scada it should show
correct out gas. 
The TP gauge on the C- 1 is reading low, will have guys check it out if we make it
over to C platform tomorrow. 
Oceaneering did over the water UT and X-ray work while we had the MV Emelie 
Rose in the field then continued with their work over by the well bay. 
UPCS hot bolting crew continued to work on the IP skid. 
Billy Reed is still out helping operators on the facility. 
Operations team offloaded toolboxes and air compressor from the MV Emelie Rose 
for the construction crew. 
Operations also installed grating clamps on grating that was raised up by the float 
cell. 
Operators performed weekly platform status, capsule inspection, and firewater 
pump inspection. 
While doing the firewater inspection they found the firewater pump would not 
build pressure.We are currently getting with Chris Cormier and Morre
’
s Pump to 
get it fixed. 
Operations found the guard for the belts on the gas generator had broken off on 
one side. We will shut the unit down tomorrow and take the other side off and try 
to bolt it back together.",2022-02-21__Arena Partner DPR.pdf
2022-02-21,17001,595,174,15,360,"No visit to C platform due to weather. 
Pulled test on C- 1
, retesting it. 
Oceaneering still working on UT and X-ray on production deck near well bay. 
UPCS hot bolting crew working on the pig receiver skids from C platform. 
Billy Reed is still out assisting operations personnel. 
Operations team repaired a chemical leak for the Scaletreat FES 14755 .
Operations team also made repairs to the gas generator fan belt guard.  
Comms are down at HI- 547
B, we have no phones or internet on the computers. 
Came back on at 
6:05
pm.",2022-02-22__Arena Partner DPR.pdf
2022-02-22,16887,561,177,14,360,"No visit to C platform due to weather. 
Pulled test on C- 1 and we are retesting it.
Oceaneering still working on UT and X-ray near well bay and near the heater 
treater. 
UPCS hot bolting crew working on hot bolting the HP filter separator skid. Billy Reed 
is still out assisting operations personnel. 
Operations team repaired the vent scrubber skid drain piping. Its PVC piping and a 
collar was cracked. 
Operations team also changed out the wet oil pump due to the old one inlet gas 
collar breaking. 
They also cleaned up and washed down the deck.
Firewater pump mechanic didn
’
t make it out today due to fog. He should be 
heading out by boat sometime tonight.",2022-02-23__Arena Partner DPR.pdf
2022-02-23,16952,581,179,15,360,"Made a pollution visit to C platform with the MV Emelie Rose. 
Pulled A-Pro off the MV Emelie Rose and put Billy Reed and one Oceaneering had 
on them to go to WC- 544 to make crew change.
Oceaneering is on standby due to all the rest of their work is in the area around the 
firewater pump and A-Pro is taking priority currently. They did take some pictures 
today and made some drawings. 
UPCS hot bolting crew is working on the HP separator skid and the IP separator 
skid. 
A-Pro came out on the MV Emelie Rose and started troubleshooting the firewater 
pump. He seems to be certain that the issue is either the suction screen is plugged 
or the windows and grill on the casing is plugged. We couldn
’
t find the sleeves to 
pull the pump so GA- 209 is sending us theirs and tomorrow morning the mechanic
and operations team will start disassembling as much as they can in preparation for 
when the sleeves get here. 
We got a LAH on the dry oil tank. Upon investigation we found that the control in 
the MCC room for the pumps needed to be reset. We didn
’
t have a power outage 
or any other issue so it is something we will keep an eye on. 
Operations team today worked with A-Pro on troubleshooting the firewater pump 
and stenciled the compressor so we can close the action item in the SEMS task 
manager.",2022-02-24__Arena Partner DPR.pdf
2022-02-24,16884,564,177,14,360,"No visit to C platform due to weather. 
Operations team, A-pro, Oceaneering, and UPCS worked together to pull the top of 
the firewater pump right angle drive. The anti-reverse hub assembly is stripped out 
and that appears to be the issue with it. We will be putting it on the boat to go in 
for repairs tomorrow. 
The bolts and nuts for the driveshaft are in the office on top of the filing cabinet. 
UPCS crew worked on hot bolting the incoming pipeline from C platform pig 
receiver skids. 
Oceaneering performed UT and X-ray on the production deck. 
Operations team pulled and repaired the Scaletreat 14755 to the skimmer oil
dump. 
UPCS welding crew will be here first thing in the morning to repair the step going 
down to the plus ten, so we went ahead and made the JSA and lift plan this 
evening. 
Started purging and organizing the filing cabinets.",2022-02-25__Arena Partner DPR.pdf
2022-02-25,16921,541,176,14,360,"No visit to C platform due to weather. 
A-Pro is on standby waiting on transportation to go in. 
Oceaneering continuing to UT and X-ray on the production deck. 
UPCS hot bolted some on the HP filter separator skid but are pretty much out of 
material and waiting on transportation. 
Operations team floated over the sump and repaired a chemical leak on the suction 
of the Scaletreat FES 14755 .
Operations team also completed the PCR on B platform. 
Started getting a parts list together for the MOC on the wet oil pump. 
Operators found an oil leak on the oil cooler of the gas generator. Shut it down and 
they were able to fix it by changing O-rings.
Gas generator shut down at 
5:00
pm. Upon investigation found top side of stator is 
fried. Left it down, LOTO the fuel and start gas valves, and got on the diesel.",2022-02-26__Arena Partner DPR.pdf
2022-02-26,7995,255,92,6,165,"No visit to C platform due to weather. 
A-Pro is on standby waiting on transportation to go in. 
Oceaneering continuing to UT and X-ray on the production deck. 
UPCS hot bolting crew packed up and assisted UPCS welding crew. 
UPCS welding crew, Charles, and one Oceaneering hand came out on the MV Mr. 
Mag. 
We offloaded the boat and UPCS welding crew made repairs to the step going 
down to the plus ten. 
They also started drawing up the A-frame needed to remove the generator stator. 
Operations team backloaded the MV Mr. Mag with both UPCS crews
’ 
equipment 
and then put Charles and the UPCS hot bolting crew on them to go in. 
Operations team cleaned up and organized the top deck above the compressor 
prepping for the blasting and painting crew spread. 
Operations team also assisted both UPCS crews. 
Got a LAH on the dry oil tank at 
7:15
pm. We cleared the panel and reset the pumps 
then we were able to find the problem with the low panel pressure. We fixed it and 
have the panel pressure back to normal operating range and hopefully that will fix 
the issue with the pipeline pumps not kicking on sometimes. 
MV Emelie Rose will be here at midnight, and we will be offloading and backloading 
it then.",2022-02-27__Arena Partner DPR.pdf
2022-02-27,13329,413,103,11,300,"C platform shut in last night due to fuel gas scrubber LSH. 
We were able to make a visit to C platform today and brought it BOL. 
Also completed PCR and fixed the TP gauge on the C- 1 .
A-pro and UPCS crew went in today. 
Oceaneering standing by waiting on a ride to go in. 
Danos electrician ran the leads for the rental generator and disconnected the gas 
generator. We will be making the final tie in tomorrow and then get on the rental 
generator. 
Operations team offloaded and backloaded the MV Emelie Rose this morning due 
to us having to use stop work last night due to fog. 
Operations team also floated over float cell and skimmer and got the platform back 
leveled off after bringing on C platform. 
Made the tie in for the TSE loop on the rental generator and then found a TSE 
tubing leak by the gas generator. The guys were able to cut out the pin hole in the 
tubing and put a union in the line with no platform downtime.",2022-02-28__Arena Partner DPR.pdf
2022-02-28,16753,611,105,15,368,"Made visit to C platform, took shakeouts, got pressures on wells and completed the 
PCR. 
Danos electrician completed the hookup for the rental diesel generator. We got on 
the rental and topped our diesel off with fuel. 
Rosefield came out and proved the 
#1 LACT run and pulled the sample pot.
The Danos electrician, Oceaneering, Rosefield, and the cook departed the platform 
and went in. 
Tommy the mechanic came over and finished disconnecting the gas generator 
stator from the motor. 
Intertek came out and will be changing the BS&W probe on LACT run 
#2 tomorrow
and starting on the monthly meter proving. 
Started on the end of the month paperwork closeouts. 
Operations cleaned out every skid on the platform from the hot bolting crew 
knocking rust everywhere and then washed them all down. 
They took inventory on all the supplies that came in and I entered them into Coupa. 
They also changed out a fire extinguisher holder that was worn on the stair well by 
the crane.",2022-03-01__Arena Partner DPR.pdf
2022-03-01,16845,576,105,15,361,"Made visit to C platform, took shakeouts, got pressures on wells, and worked with 
Intertek to prove the test separator gas meter. 
Intertek worked on installing the new BS&W probe. He should be wrapped up with 
the probe swap out tomorrow. 
Tommy the mechanic departed headed to GA- 209 .
Completed the PSR and held a safety meeting on the MOC for the temporary diesel 
generator. 
Operations team worked with Intertek proving meters and installing the BS&W 
probe on meter run 
#2 .
Operations team topped off mineral spirits, diesel, and engine oil tote tanks. 
They also organized the tool room and cleaned up around the platform getting 
ready for crew change.",2022-03-02__Arena Partner DPR.pdf
2022-03-02,16850,575,176,15,361,"Made Crew Change 
Made Visit to C-platform 
Closed MOC or Rental Diesel Gen 
Intertek Finished with BS&W prob and proved LACT Runs Sent paperwork to 
Rosefield 
We found the Turbine for C-platform 
C-platform meter sawp is Quarterly it isn
’
t due till next month 
Got with Armand about Valve on LACT Skid waiting to hear back",2022-03-03__Arena Partner DPR.pdf
2022-03-03,16870,580,175,15,355,"Made Visit to C-Platform 
Showed Shane around at C and B 
Intertek Had to reprove LACT Run 
#2
. proved good that time. waiting on Paperwork 
From Rosefield 
Worked with Intertek on changing oil Turbines 
Intertek Completed Gas Meters 
Dumped Chemicals and rearranged deck to get ready for sand blast equipment",2022-03-04__Arena Partner DPR.pdf
2022-03-04,16834,572,176,14,355,"Made Visit to C-platform Checked sand pots and took shakeouts 
Dumped chemical
Brought totes From B to C to make room on top deck for sandblast Equipment 
Offloaded Sandblast Equipment and staged on Top Deck 
Dumped sand into sand pot
Set diesel totes n boat to be topped off 
Took on water. 
Having issues with crane RPM
’
s wanted to run away when we crank engine 
Spoke to Brent with Danos. He said it could be an injector issue. We will do some 
trouble shooting in the morning when we have some daylight.",2022-03-05__Arena Partner DPR.pdf
2022-03-05,18155,519,178,13,340,"Yon With Danos Worked on Crane, bearings in Governor are shot. 
New governor for Crane on its way out
Sand Blasters set up rigging and spiders to blast and paint risers 
C-platform went down at 
2:00
pm on PSH on Fuel Gas scrubber 
Took boat to C-Platform and brought back Online at 
3:00
pm",2022-03-06__Arena Partner DPR.pdf
2022-03-06,16884,675,177,17,355,"No Visit to C-platform due to weather 
Sand Blasters continued to Rig up spiders and walk boards under heliport 
Tested all Levels 
Boat arrived with Governor for the crane 
Yon installed new governor and crane is back in service 
Offloaded Diesel totes 
Put Yon on the boat to go in.",2022-03-07__Arena Partner DPR.pdf
2022-03-07,16596,636,181,16,350,"No Visit to C-platform due to weather 
Sand Blasters continued to rig up and covered intakes with filter media 
And solar panels with plastic winds were to high to start any blasting 
Tested all Pilots 
Took on water 
Completed NPDES for 474 and emailed",2022-03-08__Arena Partner DPR.pdf
2022-03-08,16583,550,179,14,350,"Made Visit to C-platform 
Operator made it back from 544
 
Cook Left to go in due to Family emergency 
Sand blasters Finished Setting up and masking everything off 
Sand blasters started blasting under heliport and on oil pipeline pig launcher 
Compressor went down on Loss of Ignition. Was able to get it right back online with 
no issues",2022-03-09__Arena Partner DPR.pdf
2022-03-09,16561,511,185,13,348,"No Visit to C-platform Due to Weather 
Sandblasters were unable to blast due to High winds and on and off rain 
They prepared the headed system and incoming C-platform pig traps for blasting.",2022-03-10__Arena Partner DPR.pdf
2022-03-10,16294,607,180,25,348,"Made Visit to C-platform 
Put C- 2 into test
Dumped methanol and Corrtreat 
Sandblasters continued to blast and paint on underneath of heliport 
A-pro made it out and changed out Right angle drive on Fire water pump. It is back 
in service 
Compressor issues. Going down on loss of ignition. It is currently running.",2022-03-11__Arena Partner DPR.pdf
2022-03-11,16391,615,178,20,325,"Made Visit to C-platform 
Put C- 1 back Into Test
Unloaded totes of Chemical that we didn
’
t have room at B For 
Offloaded Boat and took on water
Sand blasters continued to blast and paint under heliport 
Had issues with rental Gen. it is back online 
Compressor went down a couple of times on Loss of ignition. It is online as of now 
Got all supplies check in in coupa",2022-03-12__Arena Partner DPR.pdf
2022-03-12,15560,647,179,16,325,"No Visit to C-platform Due to Weather
Blasters were shut down all day due to high winds 
Compressor stayed online all day. 
Had Some Freazing Issues on B- 1 Gas Lift",2022-03-13__Arena Partner DPR.pdf
2022-03-13,16001,645,183,18,325,"Made Visit to C-platform Checked sand pots 
Sandblasters continued to Blast under heliport and on oil Pipeline Pig trap
Mechanic Changed out 4 Valves on Compressor and Inspected packing
Back online with B-platform at 
2:30
pm 5
hours down 
Going to Bring valves in with me and give to Chris for repairs",2022-03-14__Arena Partner DPR.pdf
2022-03-14,15581,601,179,17,311,"Made Visit to C-platform 
Offloaded Construction Equipment at C
Tested Pilots and Levels at C-platform 
Conducted Monthly ESD and Holding Checks at B and C Platforms. 1 Hour down
Could not take on water Due to the boat not having any. 
Boat filled up diesel tote for us 
Blasters had issues with their air Compressor. Lost the air end oil and were not able 
to run unit
They hand on Oil Pipeline and got other areas around the platform ready for blast. 
They will have oil down to the dock for Wednesday",2022-03-15__Arena Partner DPR.pdf
2022-03-15,16338,572,177,14,325,"Made Visit to C-platform 
Corrected all Fire fighting and life saving Deficiencies at C
Cleaned up around B-Platform For crew Change 
Blasters Cleaned sand out of skids and finished masking off Header system and re 
masked areas that came apart.",2022-03-16__Arena Partner DPR.pdf
2022-03-16,15966,524,178,13,338,"Made visit to C platform, no pollution spotted. 
Made crew change and inspected platform. 
Got chemical inventory on B platform. 
Blasters and painters are cleaning up and masking off equipment waiting for oil and 
a regulator for the air compressor. 
MV Emelie Rose will be here in the morning with their equipment, so we went 
ahead and made a JSA and lift plan. 
Made repairs on the PVC drain line on the PLP from the plunger box.",2022-03-17__Arena Partner DPR.pdf
2022-03-17,14742,524,180,13,324,"Made visit to C platform and backloaded construction equipment and used oil tote 
onto MV Emelie Rose. 
The MV Emelie Rose arrived this morning with the construction crew. 
We offloaded them and the equipment they needed and they started rigging up to 
take the gas generator stator off. 
Blasters and painters are on standby waiting on their parts for the air compressor. 
Operations team had a lot of crane ops today with construction. 
We also pulled the trash bag and topped off with water and diesel. 
Operators installed the coax for the radio in the life capsule. 
Floated over the float cell and skimmer. 
At 
4:15
pm C platform shut in due to fuel gas scrubber PSH. We finished up crane 
ops with the MV Emelie Rose then put an operator on it to go bring the platform 
BOL. Started bringing C platform BOL at 
5:35
pm, operator found the nozzle from 
the Bordelon tube in the controller stopped up and was able to replace it with a 
spare in the tool room on the platform.",2022-03-18__Arena Partner DPR.pdf
2022-03-18,16272,474,177,12,338,"Made visit to C platform and got shakeouts and pressures on wells. 
UPCS construction crew finished up with the generator stator and loaded out for 
GA- 209 .
Blasters and painters got two buckets of oil and their regulator but are still on 
standby until they can get the other two buckets. 
Operations team ran the crane for construction crew and offloaded the tote of 
Scaletreat from the boat. 
Operations team also changed out the vent scrubber pump with the replacement 
pump that was ordered for it and floated over the sump. 
Pulled the gas sample on the B- 4 well for Derek Oliver and sent it in.
Well test on B- 4 one more time and C- 1 .",2022-03-19__Arena Partner DPR.pdf
2022-03-19,15589,464,181,17,324,"Made visit to C platform and got shakeout and swapped the C- 2 into test.
Bilfinger blasters and painters got the rest of their oil and then started blasting on 
the heliport and the incoming pipelines from C platform. 
Sent Daniel to WC- 544 and got total safety tech out to do the quarterly fire and gas
and nav-aid inspection. 
He finished up B platform and will be going to C platform in the morning then 
departing for GA- 209 .
Operations team rebuilt chemical pumps for the Floctreat 12870
. Operations team 
also floated over the float cell and skimmer. 
At 
2:45
pm the compressor went down on second stage suction PSH. We started it 
back and it started climbing again to a PSH so we shut it down. We got with Chris 
Cormier and he suggested pulling the suction and discharge valves on the second 
stage. We pulled them all to inspect and changed out two suction and two 
discharge valves on the crank end of the cylinder that were bad. We put the unit 
BOL and all B wells were reopened as of 
7:50
pm and it seems to be running good.",2022-03-20__Arena Partner DPR.pdf
2022-03-20,16141,640,177,16,325,"Made visit to C platform and got shakeouts and a chemical inventory. 
Total Safety tech completed the quarterly nav-aid inspection at C platform and 
departed for GA- 209 .
Daniel came back from WC- 544 .
Bilfinger working on blasting and painting the heliport and incoming pipelines from 
C platform. 
Operations team completed the weekly firewater pump, life capsule, and platform 
status inspections. 
Operations team floated over the float cell and skimmer and ran the platforms 
diesel generator. 
Submitted one requisition and started another in Coupa.",2022-03-21__Arena Partner DPR.pdf
2022-03-21,15150,651,209,26,325,"No visit to C platform due to weather. 
The compressor went down this morning due to loss of ignition signal. It took us 
about fifteen minutes to get it back on but it finally fired off after we put more oil in 
the oiler for the starter even though that should have nothing to do with it. 
Got with Chris Cormier and he is thinking the Altronic controller is going out so I put 
a requisition into Coupa for one that was quoted from A-Pro. 
Bilfinger blasted on the heliport and the incoming pipeline from C platform risers. 
Operations team dumped tote of SC- 14755 and diesel into day tanks.
Gas lift going to C- 1 was too high causing the well to head hard and shut in. Got it
adjusted to where it is supposed to be and now it
’
s only working off one valve. 
Uploaded the weekly inspections into the portal.",2022-03-22__Arena Partner DPR.pdf
2022-03-22,15941,532,184,13,325,"Made visit to C platform and HI- 474
. Punched fire extinguishers at HI- 474 and
swapped the C- 1 into test at C platform.
Topped off sand in the hopper for the blasters and pulled the trash bag. 
Bilfinger worked on blasting on the heliport and the sump deck between the rain 
and wind. 
Operations cleaned up in the tool room and the quarters and secured loose items 
on the deck for the weather coming in. 
The blasters knocked a hole in the sump pump fuel gas SDV actuator causing the 
panel to lose pressure and we lost the departing pipeline valve. We capped the 
supply to it off to get the panel back right and then changed the top works on the 
valve. We hooked it back up and it is fine now. 
Tommy the mechanic came over and started working on the compressor to try to 
get it back going. He changed several bad plugs and wires but the unit still wouldn
’
t 
start. He changed the Altronic and programmed it and it is working fine now. 
Brought B platform wells BOL.",2022-03-23__Arena Partner DPR.pdf
2022-03-23,16191,686,176,17,316,"Made visit to C platform, no pollution spotted. 
Bilfinger worked on blasting and painting the heliport and the sump. 
Tommy the mechanic did a PM on the standby diesel generator and then departed 
for GA- 209 .
Operations team assisted the mechanic and gathered supplies to start running 
tubing for the chemical trial run to the LP water outlet. 
Started well tests on C- 1 and B- 2 .
Dumped tote of diesel into the diesel day tank. 
Upped the chemical rate on the Scaletreat FES 14755 to the skimmer oil outlet to 29 QPD as per Marc with Clariant.
Submitted chemical requisition and another requisition into Coupa.",2022-03-24__Arena Partner DPR.pdf
2022-03-24,15884,606,176,15,316,"No visit to C platform. 
The kick on for the dry oil didn
’
t work two times last night giving us a LAH on the 
dry oil tank. Tried troubleshooting it but it worked fine all day. 
Bilfinger blew everything down and cleaned out sand from skids and down rigged 
all their equipment in preparation to go in. 
Operations pulled well test on C- 1
. The well test on B- 2 didn
’
t come out right due to 
slightly too high gas lift so I reset it and restarted the test. 
Operations team replaced the turbine on the MBD- 0100 water outlet due to it not
counting with a spare we had on the facility. 
The 
#1 oil meter run on the LP separator battery died so we swapped to run
#2 and
put some batteries on order for the MC- 2 heads.",2022-03-25__Arena Partner DPR.pdf
2022-03-25,15766,639,176,16,313,"Made pollution check at C platform with the helicopter. 
Bilfinger went in for days off. 
Operations team completed monthly firefighting and lifesaving equipment 
inspections at B platform. 
Pulled shakeouts from wells and vessels at B platform. 
Floated over the float cell and the skimmer. 
Rebuilt sidewinder pump and put in the tool room as a spare. 
Cleaned up in quarters and galley and did laundry from bed sheets. 
Started catching up paperwork in Veris for HI- 474
A and HI 536
C AUX platforms. 
Construction crew and Seatrax are at HI- 536
C AUX. Construction crew is making 
repairs to the crane gantry ladder and Seatrax is changing out the load line winch.",2022-03-26__Arena Partner DPR.pdf
2022-03-26,15929,561,177,14,318,"Made visit to C platform. Put C- 2 into test.
Reset pilots for the PSLs on the departing pipelines, test separator, and the lows on 
the flowlines for lowering system pressure. 
Lowered system pressure at B platform for the incoming lines from C platform down 
to 820
lbs. 
Set up compressor discharge PCV to 1120 to G/L B wells.
Gauge set PSLs on the HP separator and the HP filter separator and installed crystal 
gauges for new range charts. 
Offloaded and backloaded the MV Emelie Rose. 
Emptied glycol, and the Floctreat 12870 from C platform and put them back on the
boat and backloaded the Mysella 40 empty oil tote at C platform.
The rental diesel generator started surging. We shut it down and got on the 
platform diesel generator. 
Changed the fuel filters on it but it was still surging. Left it down and stayed on 
platform diesel for the night. Will continue to troubleshoot it tomorrow.",2022-03-27__Arena Partner DPR.pdf
2022-03-27,16142,575,177,14,331,"Made visit to HI- 547
C, HI- 536
C AUX, and HI- 474
A. HIS performed nav-aid 
inspections on HI- 536 C AUX and HI- 474
A. 
Got pressures and shakeouts on wells at C and checked sand traps. 
Got the rental generator back going and topped off our generator with fuel. 
Checked in supplies that were received yesterday and logged them into Coupa. 
Wrapped up the deficiency report for firefighting and lifesaving equipment at B 
platform. 
Installed sight glasses on wet and dry oil tank. 
Completed weekly capsule and platform status inspections. 
UPCS and Seatrax still at HI- 536 C AUX making crane repairs.",2022-03-28__Arena Partner DPR.pdf
2022-03-28,15855,573,177,14,325,"Made visit to C platform with Marc with Clariant and Jed. 
Jed got parts list together for batch treat at C and Marc verified chemical rates. 
Reset pilots with new range charts at C platform on the departing pipelines, test, C 1 FA 3
, C 2 FA 2 and FA 3 .
Marc with Clariant came out and checked chemical rates and pulled samples. 
Set up trial run of chemical by the master panel with fittings and ran the discharge 
tubing. Marc don
’
t want to put it on the drum stand until were ready to pump. 
Set PSHL on the HP sep and HP filter sep with new range charts we ran. 
Performed firewater pump inspection at B platform. 
Entered into Coupa a req for the wet oil tank pump MOC, a req for the hot gas to 
fuel gas line repair, and for Scaletreat FES 14755 .
UPCS and Seatrax had to break loose from HI- 536
C AUX due to weather, they will 
try to make it back over that once they have days off and weather permitting.",2022-03-29__Arena Partner DPR.pdf
2022-03-29,16329,508,179,13,326,"Made visit to C platform and changed out the Corrtreat pump Pulled trash bag and set a new wheel unit on the lower deck.
Changed out the seat in the crane
Topped off diesel day tank and compressor day tank. Pulled sample pot electric 
motors. Repaired Floctreat chemical pump on B platform.
Cleaned up around quarters and platform for crew change.",2022-03-30__Arena Partner DPR.pdf
2022-03-30,16157,571,171,14,320,"Made a Late Crew Change.
Made Rounds
Looked at new system pressures and Compressor discharge",2022-03-31__Arena Partner DPR.pdf
2022-03-31,16551,652,169,16,317,"Made Visit to C-platform Checked sand pots and took shakeouts 
Swapped C- 1 into test
Floated over Skimmer, Float Cell, and Sump
Did Chemical Inventory here and at C-platform 
Had some issues with the Water Meter not counting properly on the MBD 
0-100
 
Entered correct meter factor",2022-04-01__Arena Partner DPR.pdf
2022-04-02,16726,671,170,17,308,"Made Visit to C-platform by Boat 
Checked all valves on header and Gas Meters everything 
Started increasing choke to bring rate back to 12
mm
Dumped core treat and Backloaded tote to go in 
Backloaded Tote of Waxtreat to bring back to B platform to dump
Blasters install Filter material on all equipment and drains.
Blasters pressure washed and prepped Sump skid, and Oil Pipeline Skid, and Riser to 
continue painting 
Offloaded new Stove and installed. 
Dumped Diesel
Backloaded Drum rack, Pallet Box, and trash bags 
Took on water
Boat topped off a diesel tote",2022-04-03__Arena Partner DPR.pdf
2022-04-03,16530,667,172,16,233,"Made Visit to C-platform Checked sand pots and took shake outs 
Blasters continued to blast under heliport and paint heliport legs 
Blasters painted on Sump, Oil Pipeline, and risers 
Worked on Chemical Pumps",2022-04-04__Arena Partner DPR.pdf
2022-04-04,17017,598,171,15,234,"Made Visit to C-platform By Boat Took Shakeouts and Checked sand pots
Tested Pilots and Levels at C-platform 
Took on water and Diesel 
Blasters continued to blast and paint underneath Heliport 
And painted on sump and risers (slick coat)",2022-04-05__Arena Partner DPR.pdf
2022-04-05,17006,542,174,13,235,"No Visit to C-platform Due to weather. 
Worked with Jed Through Email and phone on trouble shooting Good oil Kick on 
Switch 
Swapped Charge pumps and everything is working normal.  Need someone to look 
at 
#2 charge pump
Changed out Coupling on 
#1 Charge Pump
Started testing Levels for monthly BSEE 
Blasters Worked on Stripe Coat on underside of Heliport",2022-04-06__Arena Partner DPR.pdf
2022-04-06,17175,660,171,16,236,"No Visit to C-platform due to weather 
Continued to test levels for the month
Blasters laid down second coat od primer underneath heliport 
Blasters sprayed Sump and Oil Sales Pig trap with top coat. 
Bailey
’
s cook went in.",2022-04-07__Arena Partner DPR.pdf
2022-04-07,610,727,173,18,264,"Made Visit to C-platform 
Pumped Diesel into Day tank 
Blasters primed Incoming Risers from C-platform 
No spider work or crane ops due to high winds. 
Tested pilots",2022-04-08__Arena Partner DPR.pdf
2022-04-08,16547,605,171,15,264,"Made Visit to C-platform Took Shakeouts and Checked sand pots 
Blasters continued to paint on the underside of the heliport 
And Blasted C-platform incoming Risers and priming it out 
Offloaded boat and took on water",2022-04-09__Arena Partner DPR.pdf
2022-04-09,16989,666,174,16,261,"Made Visit to C-platform Took shakeouts and checked sand pots 
Installed new Bottle on AFFF Unit
Pulled Monthly Oil samples will bring them in when we crew change 
Dumped sand for Blasters 
Blasters continued to heliport and on C-platform incoming risers",2022-04-10__Arena Partner DPR.pdf
2022-04-10,15075,609,163,17,250,"Made Visit to C-Platform 
Put C- 1 Back in test
Completed Monthly ESD at B and C-platforms 
All BSEE testing is complete for the month 1
Hour down for C-platform and 2 Hours down for B-platform
Had issues with Compressor cranking. 
AMOT for starter as stuck closed. Pulled amot and lubricated. 
Put AMOT back on and was able to get compressor back online 
Blasters started blasting on C-platform incoming risers on Production deck",2022-04-11__Arena Partner DPR.pdf
2022-04-11,17146,672,174,17,325,"Made Visit to C-platform 
Dumped diesel 
Went through Island Assessment With Bret 
Put new AMOT for compressor in Coupa 
Blasters continued to blast on C-platform incoming riser 
They started blasting on header and test sep.",2022-04-12__Arena Partner DPR.pdf
